Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
fbe64ed8-3676-3770-afcf-cf871ad5280f,2fee37db-6264-397e-8897-f2818560674e,Eleonora961 Langosh790,F,GENERAL PRACTICE,1201 PLEASANT VALLEY ROAD,OWENSBORO,KY,42303,37.760458,-87.12013,2
98f44d7e-43a8-36eb-9b3b-8b3ccb8266d3,38243e23-8f0a-3320-a433-4f9fb5c53024,Amos720 Jacobson885,M,GENERAL PRACTICE,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,38.178077,-85.666708,14
386e557b-e97b-34e3-93da-bce5ece0a21f,92d59b4d-2c6d-36ed-8f31-80ea1a9fbe42,Benedict104 Ziemann98,M,GENERAL PRACTICE,4900 HOUSTON ROAD,FLORENCE,KY,41042,38.987219,-84.64701600000002,20
f3307312-23db-3a45-ab7c-952052855ea1,c3dd15a9-35ef-308a-ba95-72ce780b5af9,Isreal8 Kihn564,M,GENERAL PRACTICE,320 WEST 18TH STREET,HOPKINSVILLE,KY,42240,36.839284,-87.47354399999998,4
7b368db2-744b-34ec-8cac-7dd9a7ce7988,70035e90-3d0a-39d7-af32-691b4bacf7d0,Margery365 Paucek755,F,GENERAL PRACTICE,1305 N ELM ST,HENDERSON,KY,42420,37.838416,-87.58097099999998,9
ada9e844-9ac4-3a5c-b206-7986e950122a,ef4600d5-9363-3d72-b1fe-50111234c62a,Reynaldo722 Ebert178,M,GENERAL PRACTICE,1625 NASHVILLE STREET,RUSSELLVILLE,KY,42276,36.839518,-86.895579,10
5ae2e751-5665-33f6-b260-79a255ce7d37,ab16744c-9a99-3ab7-9614-05edeed105a7,Lionel365 Lynch190,M,GENERAL PRACTICE,800 ROSE STREET,LEXINGTON,KY,40536,38.038002,-84.594503,11
4fc50a96-5af2-35a2-b977-c014f2da9056,1cd5ba1f-1cf8-302f-bea4-d4aade14d9ed,Grady603 Green467,M,GENERAL PRACTICE,ONE TRILLIUM WAY,CORBIN,KY,40701,36.907414,-84.13300500000003,67
4b0f0b07-50be-3351-8b17-41ea1b7ec727,abcaf206-9712-3f45-bff4-cc560026b903,Darrick836 Franecki195,M,GENERAL PRACTICE,200 EAST CHESTNUT STREET,LOUISVILLE,KY,40202,38.178077,-85.666708,36
9fa474d5-70fd-38f9-b0ab-4d7314642a11,a2461305-2aef-3f3c-91be-91a728cf99b7,Arnette709 Conroy74,F,GENERAL PRACTICE,1530 LONE OAK ROAD,PADUCAH,KY,42003,37.070892,-88.644477,1
72f8d76a-3b67-394c-8723-9fea5b1a11d0,c16e8282-6464-3dd8-a374-f9a86e1aa100,Estela596 Blanco851,F,GENERAL PRACTICE,1740 NICHOLASVILLE ROAD,LEXINGTON,KY,40503,38.040157,-84.458443,7
2ae228e5-5416-3abb-9352-f14c9982bc44,594a952d-1e3b-3528-8185-2059c3b6c2dc,Leesa210 Lehner980,F,GENERAL PRACTICE,299 KINGS DAUGHTERS DRIVE,FRANKFORT,KY,40601,38.199963,-84.87088100000003,4
892aaef4-ca4e-3184-84e6-0dcab1435428,a852819d-c4d7-396f-9e7e-3c2c099bc05c,Lynn917 Goodwin327,M,GENERAL PRACTICE,4000 KRESGE WAY,LOUISVILLE,KY,40207,38.178077,-85.666708,15
ab55fa7f-657a-3a02-9d02-4bebb52609be,b91854a9-04a6-3154-9a3e-944d26f065bc,Irwin931 Ankunding277,M,GENERAL PRACTICE,1025 NEW MOODY LANE,LA GRANGE,KY,40031,38.39899000000001,-85.375467,4
a508da3a-ec8f-3edc-a076-ed81062d9a00,6970f7e9-240b-35be-95eb-0a408a0970cb,Loma263 Funk324,F,GENERAL PRACTICE,530 SOUTH JACKSON STREET,LOUISVILLE,KY,40202,38.178077,-85.666708,62
ce447d54-8fd2-39a2-8317-d1934b8d2e98,282ddc93-ac19-36f5-9968-d721cd860e08,Linsey338 Hilll811,F,GENERAL PRACTICE,150 NORTH EAGLE CREEK DRIVE,LEXINGTON,KY,40509,38.040157,-84.458443,99
ae514496-0b79-3cfb-856a-73a466cf9b1b,8c61881f-f399-32d0-ac43-664da89ea3dc,María del Carmen27 Garza151,F,GENERAL PRACTICE,464 LINDEN AVENUE,HARRODSBURG,KY,40330,37.770533,-84.925697,1
b922d3e7-23a0-370f-ba73-f58d5c0453d3,8b0ecd93-2ecd-3ce8-92bf-6de0fb3f2912,Olympia319 Hickle134,F,GENERAL PRACTICE,456 BURNLEY ROAD,SCOTTSVILLE,KY,42164,36.749018,-86.196117,1
9b75084a-9f77-3522-855f-d7bd1eb06e83,c69c2cb5-ab1c-3600-947b-d9cdf0d28472,Josh874 Stamm704,M,GENERAL PRACTICE,305 ESTILL STREET,BEREA,KY,40403,37.589024,-84.287063,12
1838efaa-b1ce-33a8-82d1-fc14577e0bf5,8a00b5b3-1c2e-3b3c-8b8f-666817980207,Anastacia583 Kessler503,F,GENERAL PRACTICE,613 6TH AVE,DAYTON,KY,41074-1565,39.112758,-84.46446,122
6dbc339c-e2c2-3c5f-80ab-a918ed1d75a5,389e035f-a212-311e-ae26-5857b142ebc1,Michiko564 Hilpert278,F,GENERAL PRACTICE,903 SYCAMORE ST,MURRAY,KY,42071-2426,36.618095000000004,-88.31345300000001,58
235d802b-650e-34db-83fd-77925fc4a5a5,2f3df9f1-ce0f-3c4e-b728-eab6d0e66bc9,Andra606 Tremblay80,F,GENERAL PRACTICE,1169 EASTERN PKWY,LOUISVILLE,KY,40217-1434,38.211306,-85.738108,37
17ddf081-161c-3ba5-bc3d-59e797ae624f,2dfbb1a4-8980-3d18-9b8c-eb5bf0768879,Wiley422 Bahringer146,M,GENERAL PRACTICE,1510 DIXIE HWY,PARK HILLS,KY,41011-2819,39.067114000000004,-84.532685,67
b2c1d17a-4194-3b59-ae1d-7da61befa952,b82296d3-3190-331c-a866-ee097076ec9e,Soledad678 Almaraz628,F,GENERAL PRACTICE,117 W 2ND ST,LEXINGTON,KY,40507-1137,38.040157,-84.458443,41
f8f78a54-dd36-3c84-9c9b-6f234620c642,aaca303f-66c3-3aef-b38e-3068a161f059,Adán600 Robledo967,M,GENERAL PRACTICE,108 N 7TH ST,MURRAY,KY,42071-2025,36.618095000000004,-88.31345300000001,15
67cbf5dc-a42c-3a7e-a2c5-2629030cb760,d08b1189-3650-3824-ada1-76d68ebf12c6,Claudio955 Anderson154,M,GENERAL PRACTICE,1780 NICHOLASVILLE RD,LEXINGTON,KY,40503-1440,38.040157,-84.458443,25
98f1f04c-5b6e-3635-afef-3493cc81e26a,bd29613c-8147-3039-8ce9-1d1b96e4657d,Kirstin394 Hettinger594,F,GENERAL PRACTICE,1062 WELLINGTON WAY,LEXINGTON,KY,40513-1200,38.040157,-84.458443,32
97932842-d7f3-3598-93e2-44a3c45d9e4d,b903f2b6-2ce5-3247-95bd-49c7918efb1b,Jaime666 Lindgren255,M,GENERAL PRACTICE,204 S 9TH ST B,MURRAY,KY,42071-2409,36.618095000000004,-88.31345300000001,38
91d50416-ffcd-31e0-84ae-428978127522,0060cd87-ccaa-3297-afc4-551f635fa05c,Milo271 Hahn503,M,GENERAL PRACTICE,3810 SPRINGHURST BLVD,LOUISVILLE,KY,40241-6100,38.297653,-85.57798199999998,53
baf27ca4-4c6c-30b9-9363-6cd5f5afb8da,bfd4614b-92f3-3401-b160-c857c4166066,Maryellen651 Wilkinson796,F,GENERAL PRACTICE,2500 AMSTERDAM RD,VILLA HILLS,KY,41017-5316,39.066093,-84.599133,33
4cf0e8ab-8f09-377d-b3dd-7cdda5655b08,58e89cc7-381d-3ff9-8057-28cc7c2deb76,Esmeralda972 Goyette777,F,GENERAL PRACTICE,1830 DESTINY LN,BOWLING GREEN,KY,42104-1089,36.971614,-86.458713,30
8ea4e67d-1a19-3e02-b2a2-40108ce74b8d,33dd6e21-58a8-3979-acc5-5e6c0050d90b,Risa429 Rolfson709,F,GENERAL PRACTICE,171 N EAGLE CREEK DR,LEXINGTON,KY,40509-1801,38.040157,-84.458443,31
447d9073-f619-3958-ac0b-18b0e08dbc2b,a587c2a1-cfea-3c0e-b476-f01c0724f334,Vernon254 Labadie908,F,GENERAL PRACTICE,611 HAMMOND PLZ,HOPKINSVILLE,KY,42240-4971,36.892925,-87.487284,35
81627bdd-663f-3e41-b717-a2092b2c6180,e221236a-648e-34cb-a4d4-894a0dd0437a,Jena102 Ward668,F,GENERAL PRACTICE,500 W NEW CIRCLE RD,LEXINGTON,KY,40511-1833,38.040157,-84.458443,30
659077f4-2cb1-302b-a2c1-6f21d627508b,442c81b1-9381-3cb5-8629-e20a3adb94a9,Helga481 Kub800,F,GENERAL PRACTICE,2603 KENTUCKY AVE,PADUCAH,KY,42003-3829,37.059471,-88.633275,49
0602ac16-4a5e-300d-af25-e9e467fd1b47,6339bcea-d5a5-33f1-8449-78e28935c7c1,Young120 Koch169,M,GENERAL PRACTICE,208 BEVINS LN,GEORGETOWN,KY,40324-8647,38.214253,-84.57885300000001,42
e2139e17-a4e7-3abc-8aad-8465ffd7f5e5,c7732e9e-ad33-376b-a4d4-d4b336fa9c94,Rodolfo763 Dooley940,M,GENERAL PRACTICE,GOLD VAULT AVE,FORT KNOX,KY,40121,37.887371,-85.892673,35
3ab045d1-54ab-36cb-a594-86caf2c712f3,9dabbedf-a213-344e-bd88-3f15b15a371e,Williams176 Turner526,M,GENERAL PRACTICE,3217 CENTRAL AVE,PADUCAH,KY,42001-4245,37.059471,-88.633275,31
44609b82-acb2-380a-a335-5967f4896592,d8943fd5-7259-313a-a2b8-aee43097e3e7,Delphine397 Langworth352,F,GENERAL PRACTICE,107 DIAGNOSTIC DR,FRANKFORT,KY,40601-0001,38.199963000000004,-84.87088100000001,63
d45aebb7-052e-33ac-806c-56efbfe50278,25c42008-c019-39f1-8e40-c94ca780012b,Soledad678 Kilback373,F,GENERAL PRACTICE,6907 CATALPA SPRINGS DR,LOUISVILLE,KY,40228-2393,38.14361,-85.631587,37
1f85c9e2-c840-3996-a7b8-bcbb9f9092da,05fd82bf-f2b8-30df-afb3-fff6c1c7548f,Bibi254 Rosenbaum794,F,GENERAL PRACTICE,3110 FAIRVIEW DR,OWENSBORO,KY,42303-2175,37.760458,-87.12013,13
c24d2c82-a7f0-33ef-8d5a-2891d3b7dcaa,5cba68ab-d25f-307d-b4d5-c9545a10e65f,Shane235 Bechtelar572,M,GENERAL PRACTICE,4402 CHURCHMAN AVE,LOUISVILLE,KY,40215-3100,38.198839,-85.813916,93
657d666e-e44d-3d35-acc3-624a9c5d08d1,98fab7e8-1fb5-3091-97b5-469795da68cc,Son314 Wuckert783,M,GENERAL PRACTICE,72 MACK WALTERS RD,SHELBYVILLE,KY,40065-1738,38.239028000000005,-85.228266,36
8c4b21e4-7086-3618-8a64-4aa21f95865c,8af3542e-e3e9-33be-9add-becebaf08b37,Kristyn560 Mertz280,F,GENERAL PRACTICE,2845 CHANCELLOR DR,CRESTVIEW HILLS,KY,41017-3418,39.024344,-84.569906,21
038f80cb-ee5d-357a-8927-e24fb98ea24d,6cb8357f-79da-3b1d-883f-10aed3bf9e90,Melisa53 Boyer713,F,GENERAL PRACTICE,8215 SHELBYVILLE RD,LOUISVILLE,KY,40222-5421,38.287939,-85.62509399999998,38
4707a6b4-6a6b-3f4f-a6f7-42308c90f44e,dc6dc891-e3fd-3785-af73-26662671e822,Anisa442 Shanahan202,F,GENERAL PRACTICE,1510 DIXIE HWY,PARK HILLS,KY,41011-2819,39.067114000000004,-84.532685,20
889be978-5f99-342b-a9aa-5f8200da9e69,14d417ce-4fa1-36d7-bd96-c99afef0f744,Ross213 Carroll471,M,GENERAL PRACTICE,93 N MAIN ST,WALTON,KY,41094-1130,38.868933,-84.687143,50
de83f389-6334-3a1a-a71e-1097ca7bb8a3,ccfb0796-0a52-3233-9443-209ce4f51280,Claudio955 Stehr398,M,GENERAL PRACTICE,3772 TAYLORSVILLE RD,LOUISVILLE,KY,40220-1343,38.22867,-85.616884,12
3ef72896-16a2-390e-ae8b-15d531178612,66cbf2e8-35a2-3284-b1eb-89539da5c15f,Isidro558 Collier206,M,GENERAL PRACTICE,1413 N ELM ST,HENDERSON,KY,42420-2768,37.838415999999995,-87.58097099999999,49
52bce595-40e4-3365-a013-10832e9ea8a1,129fcc7d-7f79-362c-98b3-26d1b03dcfc2,Felix524 Langworth352,M,GENERAL PRACTICE,200 E LOCUST ST,SCOTTSVILLE,KY,42164-1275,36.748616,-86.164509,55
b1eec673-194a-3eff-9a1d-87417f0ccc7f,a39d5019-bf51-308a-8f22-a64817327f1a,Taryn906 Carter549,F,GENERAL PRACTICE,2355 POPLAR LEVEL RD,LOUISVILLE,KY,40217-1384,38.211306,-85.738108,24
5260717a-4949-3e7f-8c0e-b7516d78c46b,b7b91195-1317-35f6-9383-2bc76b8c389e,Fernande593 Franecki195,F,GENERAL PRACTICE,211 FOUNTAIN CT,LEXINGTON,KY,40509-2697,38.040157,-84.458443,66
f7c27b1c-daea-3d6a-a3cd-1fa3c04bc22b,a2d00276-f303-3855-8df0-7bcf3f6e1bf3,Kendrick479 Effertz744,M,GENERAL PRACTICE,4139 CADILLAC CT,LOUISVILLE,KY,40213-1578,38.195283,-85.682236,25
342dd416-d7ff-3935-a5eb-b1d06dc71eab,558dd2ac-7e39-3170-ab5c-c4a0d3c7b6fc,Honey275 Pouros728,F,GENERAL PRACTICE,1562 BARDSTOWN RD,LOUISVILLE,KY,40205-1155,38.21657,-85.670344,17
8c54275e-9a29-3ab2-b372-7fb44564d19a,3e68463f-dfa3-3332-9c29-2227485dfbba,Pedro316 Steuber698,M,GENERAL PRACTICE,2306 ALEXANDRIA PIKE,SOUTHGATE,KY,41071-3234,39.062872,-84.477684,32
7e6a9dfb-57a7-3647-8840-ef647cc6a9c9,ee3e4ef3-f04a-3889-9a40-45ceb64200f6,Alisia5 Jacobson885,F,GENERAL PRACTICE,2692 RICHMOND RD,LEXINGTON,KY,40509-1542,38.040157,-84.458443,26
7e2fff66-b043-38be-9490-0dadcc262646,37dc4c9c-2a66-33a0-b3c6-f170f05f6cd1,Marcellus830 Durgan499,M,GENERAL PRACTICE,4640 DIXIE HWY,LOUISVILLE,KY,40216-2606,38.198839,-85.813916,33
e3b1535e-1a30-3532-89e8-2845d1645c56,01d80d9e-8852-3b28-8f5b-274636f3c815,Portia383 Lindgren255,F,GENERAL PRACTICE,2414 GREATSTONE PT,LEXINGTON,KY,40504-3274,38.040157,-84.458443,21
a7eb82b7-77ad-3f97-9c92-059a269459ab,f78347b9-0d90-3fde-8a80-5fe308fdbf6e,Kerry175 Schroeder447,M,GENERAL PRACTICE,472 W LINCOLN TRAIL BLVD,RADCLIFF,KY,40160-9176,37.773862,-86.04170500000001,42
2ea39bad-8594-33c3-8dce-2d8d9bd050b0,837de83e-7558-39aa-a4c9-50d3425402e9,Lady554 Mohr916,F,GENERAL PRACTICE,11737S PRESTON HWY,LEBANON JUNCTION,KY,40150-8420,37.863226,-85.667281,39
1916d484-5d8d-33f2-98a9-28605f39edaf,fe524016-083b-3914-86fc-fbae666810d6,Rodney21 Bartell116,M,GENERAL PRACTICE,14706 FOREST OAKS DR,LOUISVILLE,KY,40245-4695,38.30944,-85.527013,48
3ef19b8c-484e-3ad0-b113-f8b785f8c94b,46ca301a-8e95-32f2-9bbd-4bd6f7dec9b7,Betty470 Beer512,F,GENERAL PRACTICE,10536 HWY 44 E,MOUNT WASHINGTON,KY,40047-7338,38.045117,-85.56039399999999,26
8dcfa286-95b5-3cca-a3db-438ef4adab9f,857610cb-7dc4-32a0-bb04-f2f50170379b,Elvina437 Watsica258,F,GENERAL PRACTICE,914 N DIXIE HWY,ELIZABETHTOWN,KY,42701-2537,37.692223999999996,-85.82682,24
9385639a-3ee7-35b3-bdd8-9927558ea23b,3ae1ae03-7041-3b42-bb19-4b92aae71223,Russell422 Mayer370,M,GENERAL PRACTICE,464 LINDEN AVE,HARRODSBURG,KY,40330-1882,37.770533,-84.925697,64
4ab18532-be38-3e90-ace5-1413dfa216b8,fd90133b-cdca-3496-b38b-4c0c73a58085,Larry532 Sporer811,M,GENERAL PRACTICE,3346 PROFESSIONAL PARK,OWENSBORO,KY,42303-4551,37.760458,-87.12013,11
5a9c9a10-e769-35a6-9ea9-aaded8d6fe8f,2f6248ff-de7e-3857-8487-0918807121b1,Lauretta754 Cartwright189,F,GENERAL PRACTICE,3161 DIXIE HWY,ERLANGER,KY,41018-1841,39.039429,-84.600135,77
30095184-3386-36ea-9abb-2e6a0794d52f,9e3bb10e-8e67-368e-94bd-74e2441cc583,Edgardo196 Stokes453,M,GENERAL PRACTICE,6520 W HWY 22,CRESTWOOD,KY,40014-9305,38.343576,-85.475239,34
6086ebad-3626-38be-80ba-4d52b8c90d9c,d7d9a6fd-9369-3fda-bc4a-6b75003d15b1,Dallas143 Howe413,M,GENERAL PRACTICE,3 AUDUBON PLAZA DR,LOUISVILLE,KY,40217-1319,38.211306,-85.738108,43
785cefa0-6ebe-32a4-99ed-732a38ab1fef,739c87de-1c75-31dd-8d47-1214cc8c676e,Cornelius968 Bartoletti50,M,GENERAL PRACTICE,2003 S 7TH ST,HICKMAN,KY,42050-1841,36.585136,-89.298626,28
6a56a731-055c-396d-bb86-5503ad2e9bab,abba6924-f385-3dac-9d92-0319da5a8ea8,Hobert364 Hettinger594,M,GENERAL PRACTICE,3198 CUSTER DR,LEXINGTON,KY,40517-4000,38.040157,-84.458443,17
a815ce9b-eaf4-3ef8-b164-bef3ddb593ce,45f68863-31d9-3cbf-a1ef-d6af2f28f015,Alvaro283 Champlin946,M,GENERAL PRACTICE,2315 MAYFAIR DR,OWENSBORO,KY,42301-4557,37.760458,-87.12013,45
619f3351-8091-376d-af20-9bb03638befe,6bc7ded5-ae46-31e5-b5ef-5450ca566a61,Serena400 Mante251,F,GENERAL PRACTICE,4331 CHURCHMAN AVE,LOUISVILLE,KY,40215-1164,38.198839,-85.813916,49
dbe7f92c-c67d-37af-8065-8ce1ea49a7ef,0cc90797-afb3-37f7-9bfb-ebd762580221,Francesco636 Kutch271,M,GENERAL PRACTICE,4331 CHURCHMAN AVE,LOUISVILLE,KY,40215-1164,38.198839,-85.813916,71
8efd5567-849f-3945-8c02-84b2b2ace76d,feef7759-f11f-3832-b725-6d9da8961a00,Estrella224 Boyer713,F,GENERAL PRACTICE,1955 DIXIE HWY E,FORT WRIGHT,KY,41011-2882,39.045753999999995,-84.53607099999999,21
b88b8f2b-7936-37f1-904b-aae0c001a23a,996b69cc-1945-3446-908a-6951fe82b050,Kiana854 Rogahn59,F,GENERAL PRACTICE,1100 GLENSBORO RD,LAWRENCEBURG,KY,40342-9084,38.030437,-84.88252800000001,14
126dae6a-48f4-3065-86df-5954698442cb,4ce2cac4-245f-3ce6-9fea-a49816986189,Chester802 Rolfson709,M,GENERAL PRACTICE,1305 N ELM ST,HENDERSON,KY,42420-2783,37.838415999999995,-87.58097099999999,39
7f427326-2e80-36db-8883-8de90292cbe6,c0dd5dd1-48c8-34f5-a1a8-c51d8aaee49e,Darnell564 Gutmann970,M,GENERAL PRACTICE,3004 CUMBERLAND AVE,MIDDLESBORO,KY,40965-2343,36.613468,-83.722453,37
dd66cb49-cdc9-3e39-9e73-d930f56223cb,2fb291bf-72cf-3750-af43-f04cd0336aa5,Noelia656 Pollich983,F,GENERAL PRACTICE,3 AUDUBON PLAZA DR,LOUISVILLE,KY,40217-1319,38.211306,-85.738108,64
ecec52bc-736e-3d75-a4c5-d716dd8fb3e3,a2759769-5dfe-33e5-802c-3ab880940fb4,Michael441 Sauer652,M,GENERAL PRACTICE,1169 EASTERN PKWY,LOUISVILLE,KY,40217-1462,38.211306,-85.738108,48
a8d3cede-220b-328b-9b42-eb6b4f30441f,d5fac3c8-ad84-3110-8233-c4d2dac6ba21,Shona685 Runolfsson901,F,GENERAL PRACTICE,104 E MAIN ST,AUBURN,KY,42206-5106,36.905144,-86.727242,86
97d90954-4aa1-3b5b-9e9b-55f2827a9a59,d91066cd-1a2c-3833-aad8-990934f6f228,Blanca837 Rogahn59,F,GENERAL PRACTICE,1156 LEXINGTON RD A,GEORGETOWN,KY,40324-8808,38.214253,-84.57885300000001,29
f984e4b9-8f63-3773-9a22-4ad707a79cf4,efc5e2e8-41cf-376a-80d0-f49c543c5eab,Tammie751 Schiller186,F,GENERAL PRACTICE,1 AUDUBON PLAZA DR,LOUISVILLE,KY,40217-1318,38.211306,-85.738108,44
a87e6a15-707e-354f-806f-e341ba9b2cdf,0b0b643d-8c47-3782-bb54-6880b82e71c7,Ivan258 Wilderman619,M,GENERAL PRACTICE,49 MEDICAL LOOP,WHITLEY CITY,KY,42653-4382,36.728535,-84.476252,35
5f5e2d6e-1949-32f9-8506-d2cd8b590186,aeb32ae8-a35b-30ab-b40c-78a319215610,Robt687 Wehner319,M,GENERAL PRACTICE,213 LETTON DR,PARIS,KY,40361-2251,38.188577,-84.290159,29
e642fa33-bded-3023-bfd4-951f89cf99f0,213afd65-fd25-3acc-81bb-f6b925d59461,Amalia471 Carreón894,F,GENERAL PRACTICE,90 MEDICAL LANE,WHITLEY CITY,KY,42653-4216,36.728535,-84.476252,32
5232263a-07e3-3176-bf8a-e1fc44e199e6,b2b02ec8-8800-35e0-b71c-547f7ba83b82,Dusty207 Christiansen251,M,GENERAL PRACTICE,2950 PEGGY FLATS RD,PAINT LICK,KY,40461-8679,37.558646,-84.444699,67
4b2ddc77-7287-338f-b721-377794bc70d0,b4fb36e6-5f08-3893-9c12-8bcd6d2c27a6,Burt293 Quitzon246,M,GENERAL PRACTICE,4960 NORTON HEALTHCARE BLVD,LOUISVILLE,KY,40241-2831,38.297653,-85.57798199999998,52
6ed8fd25-3fe5-3f31-a7b0-e7f4c9c0164b,7e4b4f4e-b6ef-34bf-a721-fc1c5a7e6928,Chi716 Goldner995,F,GENERAL PRACTICE,2605 KENTUCKY AVE,PADUCAH,KY,42003-3806,37.059471,-88.633275,45
60ecf991-8b55-313e-8066-26a885a999fb,8ec15cc9-ba22-3e5a-8c2f-7b3276e41e5a,Irwin931 Smith67,M,GENERAL PRACTICE,12903 SHELBYVILLE RD,LOUISVILLE,KY,40243-1538,38.23926,-85.529764,27
5efe5d3c-8a7b-352f-b73e-34617b099e92,c8356090-a167-371e-a23d-916d88a616a1,Courtney281 Koch169,M,GENERAL PRACTICE,12501 SHELBYVILLE RD,MIDDLETOWN,KY,40243-1530,38.240344,-85.521695,33
371a0a3c-bdb3-3d4a-a2b4-c49cc13e1648,2ec9528d-def3-3ccf-9f68-806c12363fb9,Freddie621 Hirthe744,M,GENERAL PRACTICE,464 LINDEN AVE,HARRODSBURG,KY,40330-1882,37.770533,-84.925697,50
04a6248e-b716-3b40-98b8-ffe742a06adb,db0f5e1b-9e65-3572-8be4-f0438d08f05b,Kris249 Maggio310,M,GENERAL PRACTICE,3900 KRESGE WAY,LOUISVILLE,KY,40207-4683,38.26142700000001,-85.63072700000002,21
b45bd93e-b9ac-3a85-96bf-38825db4a513,ab8a1cd9-3a48-33c3-8985-6c867d50bef8,Xiao631 Bruen238,F,GENERAL PRACTICE,125 SAINT MICHAEL DR,COLD SPRING,KY,41076-3566,39.011245,-84.435188,39
79da8dc1-e53f-323b-b2ee-64fa897166eb,881469a0-5760-324e-bba3-6965208300ad,Chauncey770 Moore224,M,GENERAL PRACTICE,120 JILL DR,BEREA,KY,40403-1677,37.60178,-84.240461,22
17227421-61bd-34f3-a39e-a75cb3c003a0,637d7fae-138d-35da-a2bf-3972ba176a4d,Damien170 Rempel203,M,GENERAL PRACTICE,102 W JOHN ROWAN BLVD,BARDSTOWN,KY,40004-2663,37.794233,-85.449325,54
71864bc5-a8bb-32a7-b5fd-83948c91e4be,4cc0b0b4-9aad-3da7-af05-ab4fbf1c10df,Cayla360 Hackett68,F,GENERAL PRACTICE,6420 DUTCHMANS PKWY,LOUISVILLE,KY,40205-3353,38.21657,-85.670344,36
2825e997-693b-3701-af81-01478961b26d,5f0a4fd7-17d3-39d0-bd21-cc9c6d8e825e,Yolanda648 Bergnaum523,F,GENERAL PRACTICE,375 CROSS ROADS BLVD,COLD SPRING,KY,41076-2202,39.011245,-84.435188,21
449b5169-46f4-37dd-8359-1a92c9649faa,c6ca3140-acaa-3ba0-b0c3-7153a476561a,Carola944 Koss676,F,GENERAL PRACTICE,1980 LITTON LANE,HEBRON,KY,41048-8669,39.08314,-84.76005500000001,61
29d4796c-af8a-30fc-b079-246afce717db,3da7a7c0-0cd3-3ba3-87a3-4429eac5cafe,Darryl392 Lowe577,M,GENERAL PRACTICE,160 PEDRO WAY,WINCHESTER,KY,40391-8354,38.02799,-84.134563,10
615dd900-42a2-3454-9399-cd54a1d060d8,4e7084a8-9851-3700-98ac-b6dfb241e6a7,Dewey930 Marquardt819,M,GENERAL PRACTICE,1905 W HEBRON LN,SHEPHERDSVILLE,KY,40165-7467,37.988053,-85.709198,22
54d64ff2-fc66-3a58-909d-4ba8a1c162bd,43d18e22-b697-3413-bd5a-8d210ddb4f04,Lavern240 Brekke496,M,GENERAL PRACTICE,1905 W HEBRON LN,SHEPHERDSVILLE,KY,40165-7467,37.988053,-85.709198,53
