Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
d3ea9088-4a9b-1bb0-c7e2-40ce1a3d51ab,2008-12-15,,999-14-8365,,,,Lupita673,Treutel973,,,,black,nonhispanic,F,Independence  Kentucky  US,690 Wuckert Stravenue,Louisville,Kentucky,Jefferson County,40211,38.27314156626899,-85.6307523235924,17043.94,273.99
1093d765-afce-8f90-153e-e11caa5c9e3e,2016-06-21,,999-79-7141,,,,Shauna908,Schneider199,,,,white,nonhispanic,F,Louisville  Kentucky  US,424 Collins Light,Auburn,Kentucky,Logan County,42206,36.924418068939744,-86.70317287213129,116000.0,1187.29
5089eb68-132c-dab2-d80c-7084c15c32a2,2015-09-28,,999-95-9810,,,,Robert854,Leffler128,,,,white,nonhispanic,M,Madisonville  Kentucky  US,710 Kris Hollow Suite 34,Lawrenceburg,Kentucky,Anderson County,40342,38.005522088377795,-84.86111567981938,132000.0,1278.6200000000001
e0bb380d-f8a7-037d-67f9-14815a512c23,1946-06-17,,999-32-6338,S99940049,X37806379X,Mr.,Isaiah615,Flatley871,,,M,white,nonhispanic,M,Murray  Kentucky  US,110 Spencer Mall,Louisville,Kentucky,Jefferson County,40218,38.262846838929015,-85.77632532336484,174623.83,2440.49
5cb0725c-60af-b5c9-640f-2c46b3df7ada,1988-12-24,,999-64-5500,S99957356,X13140906X,Ms.,Jesus702,Hauck852,,,S,white,nonhispanic,F,Louisville  Kentucky  US,331 Beer Grove,Shelbyville,Kentucky,Shelby County,40065,38.19127526126892,-85.26718025613101,739114.4,1537.8799999999999
9959c9cd-88da-b9e2-f3d2-ce0c44a32f08,2018-01-07,,999-49-6803,,,,Boyce638,Turner526,,,,black,nonhispanic,M,Jeffersontown  Kentucky  US,400 Hamill Lock Apt 53,Owensboro,Kentucky,Daviess County,42301,37.79731006599489,-87.15006532791021,70200.0,1004.63
5526bb2a-e8ee-133c-4433-0ae60041c72d,1971-09-19,,999-85-4439,S99997746,X3501431X,Ms.,Tami145,Hane680,,,S,white,nonhispanic,F,Louisville  Kentucky  US,389 Bosco Run Suite 21,Shepherdsville,Kentucky,Bullitt County,40165,37.92876728737658,-85.67200060599025,1079578.2,6007.52
ba8ca48c-c5ce-7261-aa9a-6aa6ac8b2554,1995-11-03,,999-23-7980,S99910799,X2600395X,Ms.,Hollis7,Keebler762,,,,white,nonhispanic,F,Louisville  Kentucky  US,250 Graham Lodge,Lexington,Kentucky,Fayette County,40505,38.05984905750733,-84.54685754647721,580830.0,1409.8999999999999
2c662ffc-5a69-1aa6-0bc8-5e2682632612,2009-05-23,,999-28-2781,,,,Emerald468,Kuvalis369,,,,white,nonhispanic,F,West Liberty  Kentucky  US,208 Stanton Camp Suite 15,Ludlow,Kentucky,Kenton County,41016,39.06872572123663,-84.5183065520826,286000.0,1826.6
082aa9ed-7ecf-fe61-55fe-5756acbeb530,2012-11-28,,999-22-5708,,,,Angelina101,Goodwin327,,,,white,nonhispanic,F,Independence  Kentucky  US,904 Nader Wall,Seneca Gardens,Kentucky,Jefferson County,40205,38.245230322468096,-85.69463510452283,190000.0,1552.6100000000001
b467fd67-74c2-d1d1-8a1d-b59acd706bbd,1944-02-15,,999-14-7257,S99947110,X54412180X,Mrs.,Belkis212,Turcotte120,,Mosciski958,M,white,nonhispanic,F,Louisville  Kentucky  US,1059 Purdy Rue Apt 3,Lexington,Kentucky,Fayette County,40516,38.076125293981725,-84.4062672600393,1757255.0,3222.7799999999997
803d975a-d7c9-3969-3f92-8b695d7ec9c2,1961-05-10,,999-85-9189,S99980056,X83930517X,Mr.,Ervin886,Leannon79,,,S,white,nonhispanic,M,Russellville  Kentucky  US,116 Collier Esplanade Suite 14,Henderson,Kentucky,Henderson County,42420,37.823614665382095,-87.56674033355057,1225954.8,1605.8099999999997
9e7e1307-a204-758d-d393-dc81a9db280d,2016-10-24,,999-22-2350,,,,Reyes140,Altenwerth646,,,,white,nonhispanic,M,Lexington  Kentucky  US,164 Dibbert Underpass,Owensboro,Kentucky,Daviess County,,37.741911015239005,-87.09031748428325,13500.0,1187.29
f41de4be-3b96-b894-3434-7e851cc7a52e,2014-12-10,,999-74-1981,,,,Horace32,Kshlerin58,,,,white,nonhispanic,M,Radcliff  Kentucky  US,477 Hahn Grove Apt 77,Louisville,Kentucky,Jefferson County,40216,38.277966664517706,-85.66207483855379,19000.0,1369.95
82a2f857-f381-1354-a2f1-7a6ec8d2b66e,2005-03-21,,999-14-5890,,,,Kevin729,Predovic534,,,,white,nonhispanic,M,Louisville  Kentucky  US,592 Howell Run Unit 27,Elizabethtown,Kentucky,Hardin County,42701,37.69694380167107,-85.84705011487243,347775.0,1816.92
71ab0669-9b3d-8064-4c98-964ad2646e73,1981-03-08,,999-59-5915,S99924742,X20040580X,Mr.,Rocky100,Lebsack687,,,M,white,nonhispanic,M,Hazel Green  Kentucky  US,402 Hegmann Parade Apt 36,Ashland,Kentucky,Boyd County,41102,38.443261012519855,-82.68388221574656,1012374.8,2072.5099999999998
69cb03ea-392f-77c1-88ca-567a41aa8013,2018-04-05,,999-97-1098,,,,Kim439,Oberbrunner298,,,,white,nonhispanic,M,Harrodsburg  Kentucky  US,911 Schmeler Fork,Winchester,Kentucky,Clark County,,38.02644815671038,-84.1665995383067,68400.0,913.3000000000001
588bb25c-3192-0ec7-35e0-cfd064001bfc,2003-08-03,,999-97-5432,S99934109,,,Aaron697,Krajcik437,,,,white,nonhispanic,M,Beaver Dam  Kentucky  US,575 Christiansen Trail Suite 14,Mount Washington,Kentucky,Bullitt County,40165,38.03428545799781,-85.57018166582705,424585.0,1789.58
dca1ffdf-46f0-15a5-48c8-58bf12887dcc,2002-02-28,,999-82-4686,S99965708,,Ms.,Lavonna163,Tremblay80,,,,white,nonhispanic,F,Bowling Green  Kentucky  US,674 Bins Rue,Louisville,Kentucky,Jefferson County,40220,38.16264669502657,-85.55345686510152,390260.0,1505.9099999999999
6518d8e2-20ec-b5aa-3eb7-2c0109b59373,2003-07-22,,999-56-3299,S99971917,,,Jason347,Reilly981,,,,white,nonhispanic,M,Louisville  Kentucky  US,969 Will Spur,Burlington,Kentucky,Boone County,41005,38.99275308246696,-84.76464884671046,362820.0,1654.58
b01004b5-cd65-faeb-c359-a530a68b336a,1987-10-27,,999-60-8212,S99990717,X30081953X,Mr.,Mose244,Kiehn525,,,S,white,nonhispanic,M,Lexington  Kentucky  US,243 Franecki Knoll,Lexington,Kentucky,Fayette County,40507,38.02243803343372,-84.47186654497536,723825.0,897.56
66b69d20-dafb-4d5d-bf59-1c8613a250aa,1988-04-02,,999-54-5077,S99929325,X26352136X,Mr.,Tom274,Rolfson709,,,M,white,nonhispanic,M,Carrollton  Kentucky  US,442 Rau Gateway Suite 83,McCreary County,Kentucky,McCreary County,42653,36.78287594666099,-84.49964200981935,754220.0,1102.56
45faafc9-b18b-53aa-8120-8d0350fed046,1972-01-22,,999-71-5514,S99923941,X45224865X,Mrs.,Frank378,Tillman293,,West559,M,white,nonhispanic,F,Buckner  Kentucky  US,182 Stanton Fork,Edgewood,Kentucky,Kenton County,41018,39.00758430632812,-84.61047217834934,1301960.0,1801.87
75b7d28b-b877-e22d-0a30-9d5b86a8098a,1992-12-10,,999-93-9103,S99911133,X22470419X,Mrs.,Mayra756,Walker122,,Marquardt819,M,white,nonhispanic,F,Shively  Kentucky  US,860 Bruen Rest Apt 48,Paducah,Kentucky,McCracken County,42001,36.983920398163484,-88.70276348013827,715379.45,1602.56
2c0f0523-77dc-574d-4792-4e53f016e481,1943-05-18,,999-18-8938,S99994418,X38215891X,Mr.,Guadalupe206,Renner328,,,M,white,nonhispanic,M,Louisville  Kentucky  US,628 Monahan Trace,Ludlow,Kentucky,Kenton County,41011,39.11542769588245,-84.54341315443833,1448200.0,2219.1099999999997
48969c27-524d-f5f4-5b9e-faf329991b84,1979-09-25,,999-41-5256,S99985791,X37106206X,Mr.,Beau391,Stiedemann542,,,S,white,nonhispanic,M,Williamsburg  Kentucky  US,128 O'Connell Mall Suite 31,Fort Knox,Kentucky,Hardin County,40121,37.961059155027854,-85.92218115096469,1048254.8,1709.85
3c253eb1-3787-9676-7d33-025e89e2c9fd,1969-12-10,,999-21-1521,S99982013,X2465910X,Mr.,Darrick836,Dooley940,,,M,white,nonhispanic,M,Walton  Kentucky  US,273 Hilll Divide Unit 25,Russellville,Kentucky,Logan County,42276,36.89005064400873,-86.891660384793,1172710.0,1434.53
5e2d0855-10f8-2ec0-ebc4-82ffc266b556,1944-10-30,,999-73-6834,S99915135,X67957757X,Mr.,Connie24,Rolfson709,,,M,white,nonhispanic,M,Paris  Ile-de-France  FR,1074 Miller Corner,Newport,Kentucky,Campbell County,41071,39.1116685594496,-84.47023657599655,1597940.0,3214.5499999999997
0cfcb313-b895-ff9f-1fc6-849133cbfa8e,2006-10-30,,999-58-5799,,,,Ethan766,Kuhlman484,,,,white,nonhispanic,M,Richmond  Kentucky  US,344 Bernier Gate Unit 25,Hawesville,Kentucky,Hancock County,,37.89173642287127,-86.78476980627234,380600.0,2100.59
76371975-c896-bf54-8ed7-ee95e29e4b77,1961-08-14,,999-85-2635,S99925673,X78406355X,Mrs.,Tania553,Cummings51,,Goldner995,M,white,nonhispanic,F,Florence  Kentucky  US,401 Schimmel Plaza,Paducah,Kentucky,McCracken County,,37.101848769638764,-88.6748369069384,181220.0,2255.17
37c9aba9-c0c9-90be-2f58-78eaec6a4135,1970-11-08,,999-52-3050,S99923046,X63898278X,Mrs.,Tatyana394,Erdman779,,Christiansen251,M,white,nonhispanic,F,Louisville  Kentucky  US,1040 Koch Well Suite 84,Princeton,Kentucky,Caldwell County,,37.137912669384065,-87.84355101655679,135730.64,1422.56
13fde56b-33e1-96ca-b75e-f24efcc479a4,1992-08-08,,999-73-8988,S99982830,X74373959X,Mr.,Lindsey52,Brekke496,,,M,white,nonhispanic,M,Lexington  Kentucky  US,415 Zulauf Spur,Whitley City,Kentucky,McCreary County,42653,36.77198937541966,-84.40803670895849,627805.52,29763.26
68a38d08-9c63-75f5-1594-699be53c17d9,1967-03-28,,999-99-9518,S99934885,X49245880X,Mr.,Robin66,Stokes453,,,S,white,nonhispanic,M,Cynthiana  Kentucky  US,498 Kerluke Union Suite 10,St. Matthews,Kentucky,Jefferson County,40205,38.2480551381713,-85.7126221852095,1367652.88,1918.52
6e2e8371-2557-01c9-c64a-251cacdbf02d,2014-04-01,,999-58-4601,,,,Devin82,Boyer713,,,,white,nonhispanic,F,Nizhny Novgorod  Nizhny Novgorod Oblast  RU,1073 Stracke Corner Apt 64,Murray,Kentucky,Calloway County,42020,36.633276799880385,-88.30260510943639,142800.0,1369.95
4c66b987-b55e-9a6e-d616-45a4ae108090,1949-08-13,,999-43-1835,S99961887,X19632952X,Mrs.,Jong718,Will178,,Wisozk929,M,white,nonhispanic,F,Cadiz  Kentucky  US,227 Torphy Mall,Francisville,Kentucky,Boone County,,39.095267584095744,-84.7722133602543,1584740.0,2581.1299999999997
e0d3bc14-3e6f-adfb-9809-c96ab6a2aba0,1957-07-08,,999-65-6806,S99970262,X81180060X,Mrs.,Felicitas300,Wisoky380,,Wehner319,M,white,nonhispanic,F,Lexington  Kentucky  US,594 Wuckert Dam,Louisville,Kentucky,Jefferson County,40177,38.309743727610126,-85.57434655097072,1532535.0,2305.49
dcd4311a-2f8d-293a-1f3c-9e89d034ff97,1975-12-24,,999-98-5921,S99973755,X41772572X,Mrs.,Iris667,Rogahn59,,Klein929,M,white,nonhispanic,F,Louisville  Kentucky  US,517 Feest Fork,Louisville,Kentucky,Jefferson County,40210,38.21811878644427,-85.74973029727329,3379.21,0.0
c1c96576-df81-001d-8fcc-c4f18aba64e0,2003-02-05,,999-79-6020,S99980181,,Ms.,Avery919,Cole117,,,,white,hispanic,F,Fort Knox  Kentucky  US,971 Krajcik Stravenue,Lexington,Kentucky,Fayette County,40504,38.118068859809526,-84.45433598042891,19708.62,915.96
5abd9efb-56bf-33a7-38ce-91f2896f7c36,1966-07-10,,999-79-7919,S99948481,X68627676X,Mrs.,Marilyn850,Boyer713,,Gutkowski940,M,white,nonhispanic,F,Martin  Kentucky  US,901 Cassin Forge Apt 76,Glasgow,Kentucky,Barren County,42141,36.91569338012117,-85.87120805981507,1185150.0,1468.52
bfc82378-981f-fdad-d847-17ac423da7af,2004-04-14,,999-98-6526,S99946473,,,Brendon298,Botsford977,,,,black,nonhispanic,M,Shelbyville  Kentucky  US,413 Kuhlman Manor Suite 42,Lexington,Kentucky,Fayette County,40511,37.9842507752822,-84.47528287868097,347440.0,1643.25
4e78048b-f648-86cc-8eec-416438a824bc,1998-07-12,,999-23-5816,S99977155,X49085538X,Ms.,Shawanna357,Schaefer657,,,,white,nonhispanic,F,Leitchfield  Kentucky  US,426 Swift Trail,Paris,Kentucky,Bourbon County,,38.14711792316281,-84.3275710319937,69210.0,1688.57
cb3df40b-6ef7-e81f-21ec-1774ed0fd4be,2006-01-11,,999-88-2836,,,,Brook779,Johns824,,,,white,nonhispanic,F,Francisville  Kentucky  US,280 Eichmann Gardens,Louisville,Kentucky,Jefferson County,40229,38.27005854299304,-85.76013602549716,347700.0,2191.92
dd7eba59-0ae5-64b9-df02-43915cb91d31,1977-08-17,,999-15-2363,S99961076,X80978322X,Mrs.,Julietta740,Toy286,,Koss676,M,black,nonhispanic,F,Clinton  Kentucky  US,914 Rowe Annex Unit 62,Louisville,Kentucky,Jefferson County,40258,38.08733258420476,-85.63962070051238,945525.0,962.8799999999999
6dd642c8-c682-1cc1-2959-6090ec1b600c,1973-11-06,,999-78-8401,S99986383,X48921533X,Mr.,Numbers230,Douglas31,,,M,white,nonhispanic,M,Villa Hills  Kentucky  US,925 Cronin Lane,Murray,Kentucky,Calloway County,42020,36.65313645958526,-88.24300214442515,1144940.06,1416.87
7dbaaec8-bc88-0d04-6eb3-89eaf4203728,1946-11-05,,999-73-1014,S99918766,X29537480X,Mr.,Jame231,Nicolas769,,,M,white,nonhispanic,M,Louisville  Kentucky  US,430 Gulgowski Crossroad Unit 11,Frankfort,Kentucky,Franklin County,40601,38.2059565337065,-84.84967133646579,1359700.0,1972.9899999999998
107f5855-30d2-ab12-c4f5-eb4c4eaf1a48,1965-05-15,1996-07-20,999-95-6036,S99943783,X23381272X,Mr.,Alva958,Kirlin939,,,S,white,nonhispanic,M,Radcliff  Kentucky  US,805 Adams Underpass,Auburn,Kentucky,Logan County,,36.86987029502453,-86.75448684892784,827445.06,1416.87
557f0239-2a27-51f0-a74c-67b525f9ac89,1956-05-22,,999-16-4044,S99998015,X75559608X,Mr.,Reid278,Bechtelar572,,,M,white,nonhispanic,M,Louisville  Kentucky  US,751 Kozey Viaduct Suite 57,Bardstown,Kentucky,Nelson County,40004,37.841637762128784,-85.51322974901169,1560535.0,2396.8199999999997
f6f00ed1-5077-bddd-6223-fcc04902a280,1962-10-12,,999-49-1126,S99928072,X75508990X,Mr.,Clinton763,Beer512,,,M,white,nonhispanic,M,Bowling Green  Kentucky  US,671 Marks Lane,Louisville,Kentucky,Jefferson County,40280,38.25282456392869,-85.73689256187718,1476360.0,2223.8399999999997
d02bf75b-d97c-cdd0-a724-82e12535aab5,1961-06-14,,999-72-6207,S99912734,X73114684X,Mr.,Lawrence741,Kunze215,,,S,white,hispanic,M,St. Regis Park  Kentucky  US,818 Rice Path,Louisville,Kentucky,Jefferson County,40206,38.20278684956337,-85.7903901430551,181720.0,2255.17
42be7007-c647-8059-0526-a9f48069d291,2008-04-19,,999-59-5957,,,,Fernanda589,McLaughlin530,,,,white,nonhispanic,F,Lexington  Kentucky  US,184 Wilderman Street Apt 53,Fort Mitchell,Kentucky,Kenton County,41011,39.04048414110601,-84.53487100755207,280800.0,1917.93
1fc83fa9-ddde-2d89-c1db-d046c89f665a,1968-06-07,,999-10-8448,S99917304,X58654597X,Mrs.,Viki353,Ratke343,,Hackett68,M,white,nonhispanic,F,Louisville  Kentucky  US,424 Morissette Park,Rineyville,Kentucky,Hardin County,40162,37.7284734842399,-86.01049369338888,161194.8,2109.16
04cff91f-8986-517a-0dc0-6124ec52395c,1994-11-13,,999-61-7581,S99931741,X58662515X,Mr.,Marcelo725,Lubowitz58,,,,white,nonhispanic,M,Louisville  Kentucky  US,467 Schmidt Mews,Plum Springs,Kentucky,Warren County,42101,37.07476102683961,-86.4306144879157,80450.0,1539.8999999999999
ac774657-0f38-e6ca-27a6-54780b7e838d,1974-08-05,,999-49-3526,S99949247,X3367415X,Mrs.,Marybelle759,Welch179,,Bergnaum523,M,white,nonhispanic,F,Lexington  Kentucky  US,598 Hansen Stravenue Suite 75,Lexington,Kentucky,Fayette County,40504,38.05388713530334,-84.50440139061159,1077984.03,1653.84
d59eb4b9-9a62-2a92-d420-1a0f94216dd0,1979-02-08,,999-68-3182,S99932270,X6668630X,Mrs.,Maryanna659,Hintz995,,Berge125,M,black,nonhispanic,F,Central City  Kentucky  US,138 Upton Rue Unit 1,Louisville,Kentucky,Jefferson County,40219,38.20819584407254,-85.67712457194207,963500.0,1187.8799999999999
f89f3157-b5b9-92ea-9c06-07092033a4ab,1965-05-15,,999-39-4216,S99942109,X8667079X,Mr.,Zane918,Ryan260,,,M,white,nonhispanic,M,Shelbyville  Kentucky  US,950 Johnson Manor,Auburn,Kentucky,Logan County,,36.90664874683046,-86.7426124754468,1478910.44,2276.18
6b9b9590-811d-d757-3b9a-0d71dff570b0,1984-11-27,,999-82-3566,S99962220,X85652029X,Mr.,Anibal473,Auer97,,,M,white,nonhispanic,M,Louisville  Kentucky  US,455 Cassin Overpass,Erlanger,Kentucky,Kenton County,41017,39.032226885779586,-84.60710373201792,787009.6,1370.54
cde16b11-3c99-2e31-0d74-73b8422be7d3,1966-07-10,,999-67-5069,S99931168,X18261461X,Mr.,Felix524,Hayes766,,,M,white,nonhispanic,M,Louisville  Kentucky  US,820 Hilpert Trafficway Suite 63,Louisville,Kentucky,Jefferson County,40177,38.30159804272717,-85.78673357025312,1119620.0,1298.52
77d66181-e349-6a26-8c0d-853060f2f43e,2008-04-03,,999-61-5734,,,,Daysi106,Cummings51,,,,white,nonhispanic,F,Louisville  Kentucky  US,752 Mraz Way,Independence,Kentucky,Kenton County,41051,39.01685990244144,-84.44292798862935,38706.65,1461.28
8e6bd365-2c86-6cb3-44cf-8db18f9ca3a8,1997-06-11,,999-62-1054,S99981051,X75016710X,Mr.,Mark765,Littel644,,,,white,nonhispanic,M,Mount Washington  Kentucky  US,388 Simonis Extension,Georgetown,Kentucky,Scott County,40324,38.224415165942276,-84.60429643169597,487560.0,1288.57
0055a56b-c833-4d9e-97b3-1f937eed7086,1985-12-01,,999-58-8040,S99936906,X10053342X,Mr.,Grover559,Kuhn96,,,M,white,nonhispanic,M,Briarwood  Kentucky  US,838 Shields Wynd Suite 47,New Hope,Kentucky,Nelson County,40052,37.59558014261816,-85.4668216968866,733997.4199999999,932.5099999999999
18da0c94-7936-e70b-0c2b-177e4536afaf,2000-04-25,,999-88-3169,S99978839,X68903503X,Mr.,Lucien408,Will178,,,,white,nonhispanic,M,Jeffersontown  Kentucky  US,264 Leuschke Key,Hickman,Kentucky,Fulton County,42050,36.55157150542173,-89.15827538849605,17331.28,975.96
2cf00975-c02e-9b76-0ad3-3c1c76bce7ae,1978-08-05,,999-67-1277,S99981507,X67794742X,Ms.,Wonda35,Windler79,PhD,,S,white,nonhispanic,F,Franklin  Kentucky  US,645 Effertz Spur,Prospect,Kentucky,Jefferson County,40241,38.327026231594886,-85.62452985896357,1027038.4,1966.4999999999998
f8f2890f-e8c3-071d-8a88-e49d13f7418b,1958-03-19,,999-36-9569,S99992842,X19216077X,Mr.,Darrin898,Bechtelar572,,,M,white,nonhispanic,M,Dayton  Kentucky  US,780 Collins Vista,Louisville,Kentucky,Jefferson County,40209,38.28331349311149,-85.55478751374397,1289940.0,1709.1599999999999
38876586-fe26-ffca-bb78-8fda4bb3c5ac,1958-09-16,,999-15-4517,S99967010,X41880115X,Mrs.,Rosemarie149,McLaughlin530,,Botsford977,M,white,nonhispanic,F,Madisonville  Kentucky  US,370 Shields Ville Unit 52,Cynthiana,Kentucky,Harrison County,,38.44966308700853,-84.31309531701554,1429560.0,2089.16
883e802d-231b-1adf-638a-be7a4003020d,1993-03-11,,999-10-8683,S99933013,X29485461X,Mr.,Mckinley734,Maggio310,,,M,white,nonhispanic,M,Newport  Kentucky  US,535 O'Connell Dale Apt 87,Hopkinsville,Kentucky,Christian County,42240,36.916890554669244,-87.47009990260503,743809.53,2041.55
5fa0c73c-b094-eaed-54cc-07b497291277,1952-02-03,,999-57-2969,S99957280,X6092572X,Mrs.,Trinidad33,Eichmann909,,Wiza601,M,white,nonhispanic,F,Russell  Kentucky  US,1074 Mayer Annex Unit 61,Shively,Kentucky,Jefferson County,40210,38.24476624921326,-85.85800955343069,1653080.0,2717.14
8b48ecf0-0a66-4e10-8538-06e925f96c09,1960-10-03,,999-53-8810,S99982008,X72410009X,Mr.,Kyle55,Lind531,,,S,white,nonhispanic,M,Louisville  Kentucky  US,726 Abernathy Approach Unit 28,Florence,Kentucky,Boone County,41018,38.893506769824384,-84.61033457794836,1455109.8,2424.7999999999997
d04fa85b-efe8-43d8-a0fd-23c13c416b06,1979-04-28,,999-59-5741,S99959863,X12624540X,Mr.,Kurt412,Nienow652,,,M,white,nonhispanic,M,Lebanon  Kentucky  US,875 Muller Meadow,Louisville,Kentucky,Jefferson County,40228,38.04506405551216,-85.68053467718933,857500.0,796.55
6d344bd2-2066-0ee3-97e0-22977ebc2617,1952-02-18,,999-36-7788,S99931455,X22837568X,Ms.,Maple925,Johnson679,,,S,white,nonhispanic,F,Louisville  Kentucky  US,399 Nitzsche Fort,Murray,Kentucky,Calloway County,42071,36.56969596208502,-88.33020954068377,222984.8,3030.4399999999996
d0d21a36-bb10-8adc-66ff-c21450621bb6,1976-12-18,,999-34-6334,S99955050,X44778278X,Mr.,Ross213,Hand679,,,M,white,nonhispanic,M,Richmond  Kentucky  US,586 Nikolaus Mission Suite 89,Louisville,Kentucky,Jefferson County,40291,38.12887014540788,-85.66544324240319,960054.8,2387.68
ad6ce6ef-2dec-974e-772a-15de1f3ce932,1968-10-23,,999-31-3657,S99932125,X35795413X,Mr.,Douglas31,Kulas532,,,M,white,nonhispanic,M,Lexington  Kentucky  US,756 Lockman View Apt 31,Lexington,Kentucky,Fayette County,40517,38.11040593438842,-84.55945876536144,3835.86,0.0
66694a2c-1287-d7de-411c-ceeb6d09f252,2010-07-02,,999-67-9793,,,,Tamica785,Bradtke547,,,,white,nonhispanic,F,Sebree  Kentucky  US,769 Dickens Byway,McCreary County,Kentucky,McCreary County,42653,36.763392452902785,-84.50471613510028,258000.0,1735.27
9dec2633-94da-f267-10cd-db5b458ed535,1965-03-15,,999-22-9556,S99953267,X24818399X,Mr.,Jody426,Wintheiser220,,,M,white,nonhispanic,M,Lexington  Kentucky  US,716 Funk Gardens Unit 20,Owensboro,Kentucky,Daviess County,42303,37.73371788290274,-87.1365014093597,1214347.07,7122.319999999999
5b5c1292-cc40-1b25-1de1-ceb5d525d6ab,1942-11-10,,999-44-1883,S99975840,X29868072X,Mr.,Felix524,Zboncak558,,,M,white,nonhispanic,M,Lexington  Kentucky  US,508 Bradtke Ferry Apt 31,Berea,Kentucky,Madison County,40461,37.54244363464813,-84.44495540045459,1528020.0,3022.0099999999998
8c6eca38-e3e2-8718-8e60-e00dd28e83a6,2009-02-03,,999-34-9177,,,,Monroe732,Turner526,,,,white,nonhispanic,M,Louisville  Kentucky  US,357 Bartoletti Highlands,Florence,Kentucky,Boone County,,39.007213449144075,-84.5835068968916,248200.0,1917.93
ce13eac3-6bf0-c277-fe39-f81d4ba74d78,1995-02-21,,999-61-8704,S99919435,X40929552X,Mr.,Clay913,Ziemann98,,,,asian,nonhispanic,M,Bowling Green  Kentucky  US,801 Mayert Approach,Louisville,Kentucky,Jefferson County,40217,38.28009115178432,-85.42060754708204,79609.2,1965.2199999999998
